TimeGenerated,DisplayName,AlertName,AlertSeverity,Description,ProviderName,VendorName,ProductName,SystemAlertId,AlertType,Status,ConfidenceLevel,ConfidenceScore,IsIncident,StartTime,EndTime,Entities,Tactics,Techniques,ProcessingEndTime,Type
2026-04-29T07:29:57Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0354,Credentialdumpingdetected,New,High,0.90,0,2026-04-29T07:29:57Z,2026-04-29T07:43:57Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-02""}]",CredentialAccess,T1003.001,2026-04-29T07:44:02Z,SecurityAlert
2026-04-29T07:46:42Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0355,LateralmovementviaSMB,New,High,0.63,0,2026-04-29T07:46:42Z,2026-04-29T08:07:42Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",LateralMovement,T1021.002,2026-04-29T08:07:47Z,SecurityAlert
2026-04-29T07:53:10Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0356,LateralmovementviaSMB,New,High,0.96,0,2026-04-29T07:53:10Z,2026-04-29T08:17:10Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",LateralMovement,T1021.002,2026-04-29T08:17:15Z,SecurityAlert
2026-04-29T07:58:26Z,First-time process,First-time process,Informational,Detected First-time process,Microsoft Defender,Microsoft,Microsoft Defender,alert-107,First-timeprocess,New,High,0.95,0,2026-04-29T07:58:26Z,2026-04-29T08:03:26Z,"[{""Type"": ""host"", ""HostName"": ""WS-HR-03""}]",Discovery,T1083,2026-04-29T07:59:26Z,SecurityAlert
2026-04-29T08:02:44Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0357,Possiblepasswordspray,New,High,0.97,0,2026-04-29T08:02:44Z,2026-04-29T08:25:44Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-01""}]",CredentialAccess,T1110.003,2026-04-29T08:25:49Z,SecurityAlert
2026-04-29T08:04:51Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0358,LateralmovementviaSMB,New,High,0.75,0,2026-04-29T08:04:51Z,2026-04-29T08:11:51Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",LateralMovement,T1021.002,2026-04-29T08:11:56Z,SecurityAlert
2026-04-29T08:14:05Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0359,Anomaloussign-infromunfamiliarlocation,New,High,0.81,0,2026-04-29T08:14:05Z,2026-04-29T08:39:05Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",InitialAccess,T1078,2026-04-29T08:39:10Z,SecurityAlert
2026-04-29T08:34:12Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0360,Credentialdumpingdetected,Resolved,High,0.75,0,2026-04-29T08:34:12Z,2026-04-29T08:43:12Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",CredentialAccess,T1003.001,2026-04-29T08:43:17Z,SecurityAlert
2026-04-29T08:45:51Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0361,Credentialdumpingdetected,New,High,0.61,0,2026-04-29T08:45:51Z,2026-04-29T08:57:51Z,"[{""Type"": ""host"", ""HostName"": ""WS-HR-03""}]",CredentialAccess,T1003.001,2026-04-29T08:57:56Z,SecurityAlert
2026-04-29T08:45:56Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0362,DNStunnelingindicator,InProgress,High,0.81,0,2026-04-29T08:45:56Z,2026-04-29T08:53:56Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",CommandAndControl,T1071.004,2026-04-29T08:54:01Z,SecurityAlert
2026-04-29T08:51:25Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0363,Suspiciousscheduledtask,New,High,0.66,0,2026-04-29T08:51:25Z,2026-04-29T09:03:25Z,"[{""Type"": ""host"", ""HostName"": ""SVR-DC-01""}]",Persistence,T1053.005,2026-04-29T09:03:30Z,SecurityAlert
2026-04-29T08:51:33Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0364,SuspiciousPowerShellexecution,New,High,0.63,0,2026-04-29T08:51:33Z,2026-04-29T08:53:33Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",Execution,T1059.001,2026-04-29T08:53:38Z,SecurityAlert
2026-04-29T08:51:37Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0365,Suspiciousscheduledtask,New,High,0.82,0,2026-04-29T08:51:37Z,2026-04-29T08:57:37Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",Persistence,T1053.005,2026-04-29T08:57:42Z,SecurityAlert
2026-04-29T08:57:38Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0366,DNStunnelingindicator,New,High,0.83,0,2026-04-29T08:57:38Z,2026-04-29T09:24:38Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",CommandAndControl,T1071.004,2026-04-29T09:24:43Z,SecurityAlert
2026-04-29T09:01:23Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0367,DNStunnelingindicator,New,High,0.68,0,2026-04-29T09:01:23Z,2026-04-29T09:20:23Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-01""}]",CommandAndControl,T1071.004,2026-04-29T09:20:28Z,SecurityAlert
2026-04-29T09:03:13Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0368,Credentialdumpingdetected,InProgress,High,0.86,0,2026-04-29T09:03:13Z,2026-04-29T09:28:13Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-05""}]",CredentialAccess,T1003.001,2026-04-29T09:28:18Z,SecurityAlert
2026-04-29T09:06:47Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0369,DNStunnelingindicator,New,High,0.68,0,2026-04-29T09:06:47Z,2026-04-29T09:35:47Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CommandAndControl,T1071.004,2026-04-29T09:35:52Z,SecurityAlert
2026-04-29T09:22:55Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0370,Massfiledeletion,New,High,0.88,0,2026-04-29T09:22:55Z,2026-04-29T09:40:55Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",Impact,T1485,2026-04-29T09:41:00Z,SecurityAlert
2026-04-29T09:32:21Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0371,SuspiciousPowerShellexecution,InProgress,High,0.76,0,2026-04-29T09:32:21Z,2026-04-29T09:39:21Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",Execution,T1059.001,2026-04-29T09:39:26Z,SecurityAlert
2026-04-29T10:04:01Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0372,Suspiciousscheduledtask,InProgress,High,0.80,0,2026-04-29T10:04:01Z,2026-04-29T10:05:01Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",Persistence,T1053.005,2026-04-29T10:05:06Z,SecurityAlert
2026-04-29T10:09:32Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0373,Credentialdumpingdetected,Resolved,High,0.68,0,2026-04-29T10:09:32Z,2026-04-29T10:18:32Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",CredentialAccess,T1003.001,2026-04-29T10:18:37Z,SecurityAlert
2026-04-29T10:17:27Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0374,LateralmovementviaSMB,Resolved,High,0.80,0,2026-04-29T10:17:27Z,2026-04-29T10:26:27Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",LateralMovement,T1021.002,2026-04-29T10:26:32Z,SecurityAlert
2026-04-29T10:34:58Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0375,SuspiciousPowerShellexecution,New,High,0.73,0,2026-04-29T10:34:58Z,2026-04-29T10:38:58Z,"[{""Type"": ""host"", ""HostName"": ""WS-IT-01""}]",Execution,T1059.001,2026-04-29T10:39:03Z,SecurityAlert
2026-04-29T10:40:24Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0376,Credentialdumpingdetected,InProgress,High,0.88,0,2026-04-29T10:40:24Z,2026-04-29T11:07:24Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-01""}]",CredentialAccess,T1003.001,2026-04-29T11:07:29Z,SecurityAlert
2026-04-29T10:41:25Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0377,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.79,0,2026-04-29T10:41:25Z,2026-04-29T11:04:25Z,"[{""Type"": ""host"", ""HostName"": ""WS-IT-02""}]",InitialAccess,T1078,2026-04-29T11:04:30Z,SecurityAlert
2026-04-29T10:48:48Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0378,Credentialdumpingdetected,Resolved,High,0.65,0,2026-04-29T10:48:48Z,2026-04-29T11:18:48Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",CredentialAccess,T1003.001,2026-04-29T11:18:53Z,SecurityAlert
2026-04-29T10:52:53Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0379,Massfiledeletion,New,High,0.95,0,2026-04-29T10:52:53Z,2026-04-29T11:20:53Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",Impact,T1485,2026-04-29T11:20:58Z,SecurityAlert
2026-04-29T10:59:51Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0380,SuspiciousPowerShellexecution,New,High,0.89,0,2026-04-29T10:59:51Z,2026-04-29T11:17:51Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",Execution,T1059.001,2026-04-29T11:17:56Z,SecurityAlert
2026-04-29T11:02:32Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0381,Credentialdumpingdetected,New,High,0.69,0,2026-04-29T11:02:32Z,2026-04-29T11:29:32Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",CredentialAccess,T1003.001,2026-04-29T11:29:37Z,SecurityAlert
2026-04-29T11:07:22Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0382,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.65,0,2026-04-29T11:07:22Z,2026-04-29T11:30:22Z,"[{""Type"": ""host"", ""HostName"": ""WS-IT-02""}]",InitialAccess,T1078,2026-04-29T11:30:27Z,SecurityAlert
2026-04-29T11:11:10Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0383,LateralmovementviaSMB,InProgress,High,0.92,0,2026-04-29T11:11:10Z,2026-04-29T11:30:10Z,"[{""Type"": ""host"", ""HostName"": ""WS-HR-03""}]",LateralMovement,T1021.002,2026-04-29T11:30:15Z,SecurityAlert
2026-04-29T11:23:12Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0384,Possiblepasswordspray,New,High,0.82,0,2026-04-29T11:23:12Z,2026-04-29T11:46:12Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",CredentialAccess,T1110.003,2026-04-29T11:46:17Z,SecurityAlert
2026-04-29T11:29:43Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0385,DNStunnelingindicator,Resolved,High,0.71,0,2026-04-29T11:29:43Z,2026-04-29T11:46:43Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",CommandAndControl,T1071.004,2026-04-29T11:46:48Z,SecurityAlert
2026-04-29T11:32:19Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0386,Possiblepasswordspray,New,High,0.93,0,2026-04-29T11:32:19Z,2026-04-29T11:36:19Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",CredentialAccess,T1110.003,2026-04-29T11:36:24Z,SecurityAlert
2026-04-29T11:53:45Z,First-time process,First-time process,Informational,Detected First-time process,Microsoft Defender,Microsoft,Microsoft Defender,alert-109,First-timeprocess,New,High,0.95,0,2026-04-29T11:53:45Z,2026-04-29T11:58:45Z,"[{""Type"": ""host"", ""HostName"": ""SVR-DC-01""}]",Discovery,T1083,2026-04-29T11:54:45Z,SecurityAlert
2026-04-29T11:59:56Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0387,Suspiciousscheduledtask,Resolved,High,0.82,0,2026-04-29T11:59:56Z,2026-04-29T12:18:56Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-03""}]",Persistence,T1053.005,2026-04-29T12:19:01Z,SecurityAlert
2026-04-29T12:04:41Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0388,Credentialdumpingdetected,New,High,0.87,0,2026-04-29T12:04:41Z,2026-04-29T12:07:41Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",CredentialAccess,T1003.001,2026-04-29T12:07:46Z,SecurityAlert
2026-04-29T12:20:09Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0389,Massfiledeletion,New,High,0.80,0,2026-04-29T12:20:09Z,2026-04-29T12:41:09Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",Impact,T1485,2026-04-29T12:41:14Z,SecurityAlert
2026-04-29T12:36:00Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0390,Anomaloussign-infromunfamiliarlocation,New,High,0.63,0,2026-04-29T12:36:00Z,2026-04-29T12:47:00Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-05""}]",InitialAccess,T1078,2026-04-29T12:47:05Z,SecurityAlert
2026-04-29T12:42:50Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0391,Massfiledeletion,InProgress,High,0.93,0,2026-04-29T12:42:50Z,2026-04-29T12:50:50Z,"[{""Type"": ""host"", ""HostName"": ""SVR-DC-01""}]",Impact,T1485,2026-04-29T12:50:55Z,SecurityAlert
2026-04-29T12:53:42Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0392,Possiblepasswordspray,Resolved,High,0.77,0,2026-04-29T12:53:42Z,2026-04-29T13:03:42Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CredentialAccess,T1110.003,2026-04-29T13:03:47Z,SecurityAlert
2026-04-29T12:57:35Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0393,Suspiciousscheduledtask,New,High,0.88,0,2026-04-29T12:57:35Z,2026-04-29T13:01:35Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",Persistence,T1053.005,2026-04-29T13:01:40Z,SecurityAlert
2026-04-29T13:00:50Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0394,Massfiledeletion,New,High,0.68,0,2026-04-29T13:00:50Z,2026-04-29T13:06:50Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",Impact,T1485,2026-04-29T13:06:55Z,SecurityAlert
2026-04-29T13:06:33Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0395,Massfiledeletion,InProgress,High,0.82,0,2026-04-29T13:06:33Z,2026-04-29T13:35:33Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",Impact,T1485,2026-04-29T13:35:38Z,SecurityAlert
2026-04-29T13:09:00Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0396,Credentialdumpingdetected,New,High,0.86,0,2026-04-29T13:09:00Z,2026-04-29T13:28:00Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",CredentialAccess,T1003.001,2026-04-29T13:28:05Z,SecurityAlert
2026-04-29T13:15:00Z,Brute force attempt against Bryce,Brute force attempt against Bryce,High,Detected Brute force attempt against Bryce,Azure Sentinel,Microsoft,Microsoft Defender,alert-001,BruteforceattemptagainstBryce,New,High,0.95,0,2026-04-29T13:15:00Z,2026-04-29T13:20:00Z,"[{""Type"": ""account"", ""Name"": ""bryce""}, {""Type"": ""ip"", ""Address"": ""198.51.100.55""}]",CredentialAccess,T1110.001,2026-04-29T13:16:00Z,SecurityAlert
2026-04-29T13:32:00Z,Suspicious encoded PowerShell,Suspicious encoded PowerShell,High,Detected Suspicious encoded PowerShell,Microsoft Defender,Microsoft,Microsoft Defender,alert-002,SuspiciousencodedPowerShell,New,High,0.95,0,2026-04-29T13:32:00Z,2026-04-29T13:37:00Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}, {""Type"": ""account"", ""Name"": ""dchen""}]","Execution,DefenseEvasion","T1059.001,T1027",2026-04-29T13:33:00Z,SecurityAlert
2026-04-29T13:32:08Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0397,LateralmovementviaSMB,InProgress,High,0.96,0,2026-04-29T13:32:08Z,2026-04-29T13:53:08Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",LateralMovement,T1021.002,2026-04-29T13:53:13Z,SecurityAlert
2026-04-29T13:43:02Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0398,SuspiciousPowerShellexecution,New,High,0.64,0,2026-04-29T13:43:02Z,2026-04-29T13:54:02Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",Execution,T1059.001,2026-04-29T13:54:07Z,SecurityAlert
2026-04-29T13:45:00Z,Persistence via Run key,Persistence via Run key,Medium,Detected Persistence via Run key,Microsoft Defender,Microsoft,Microsoft Defender,alert-003,PersistenceviaRunkey,New,High,0.95,0,2026-04-29T13:45:00Z,2026-04-29T13:50:00Z,"[{""Type"": ""host"", ""HostName"": ""WS-HR-03""}]",Persistence,T1547.001,2026-04-29T13:46:00Z,SecurityAlert
2026-04-29T13:46:33Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0399,SuspiciousPowerShellexecution,New,High,0.81,0,2026-04-29T13:46:33Z,2026-04-29T14:03:33Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-02""}]",Execution,T1059.001,2026-04-29T14:03:38Z,SecurityAlert
